316	55	1
317	56	1
318	56	1
319	56	1
320	55	1
321	56	1
322	54	1
323	54	1
324	54	1
325	54	1
326	54	1
327	54	1
328	54	1
329	57	1
330	54	1
331	58	1
332	54	1
333	54	1
334	59	1
335	54	1
336	54	1
336	60	1
337	61	1
337	62	1
338	54	1
339	54	1
340	54	1
341	54	1
342	57	1
343	54	1
344	54	1
345	54	1
346	60	1
347	60	1
348	60	1
349	60	1
350	54	1
351	60	1
352	60	1
353	60	1
354	60	1
355	60	1
356	54	1
357	54	1
358	54	1
359	54	1
360	54	1
361	54	1
361	63	1
362	63	1
363	63	1
364	63	1
365	54	1
366	54	1
367	60	1
368	54	1
368	64	1
369	54	1
370	54	1
371	54	1
372	54	1
373	54	1
374	54	1
375	54	1
376	60	1
377	60	1
378	60	1
379	60	1
380	60	1
381	60	1
382	60	1
383	60	1
384	60	1
385	60	1
386	60	1
387	60	1
388	60	1
389	60	1
390	60	1
391	60	1
392	65	1
393	54	1
394	54	1
395	54	1
396	54	1
397	54	1
398	54	1
399	54	1
400	60	1
401	60	1
402	60	1
403	60	1
404	66	1
404	67	1
404	68	1
404	69	1
404	54	1
404	70	1
404	71	1
404	59	1
405	54	1
405	72	1
406	54	1
406	72	1
407	72	1
408	72	1
409	54	1
409	60	1
410	72	1
411	72	1
412	54	1
412	72	1
413	72	1
414	72	1
415	54	1
415	72	1
416	73	1
417	73	1
418	73	1
419	54	1
420	54	1
421	54	1
422	54	1
423	74	1
424	59	1
425	54	1
426	54	1
427	54	1
428	62	1
429	54	1
429	62	1
430	60	1
431	60	1
432	60	1
433	54	1
434	60	1
435	60	1
436	60	1
437	60	1
438	60	1
439	60	1
440	62	1
441	54	1
442	54	1
443	74	1
444	75	1
445	75	1
446	76	1
447	75	1
448	75	1
449	77	1
450	75	1
451	75	1
452	75	1
453	75	1
454	75	1
455	75	1
456	76	1
457	76	1
458	75	1
459	75	1
460	75	1
461	75	1
462	75	1
463	75	1
464	75	1
465	75	1
466	75	1
467	75	1
468	75	1
469	75	1
470	75	1
471	75	1
472	75	1
473	75	1
474	75	1
475	75	1
476	76	1
477	75	1
478	75	1
479	75	1
480	75	1
481	75	1
482	75	1
483	75	1
484	78	1
485	78	1
486	78	1
487	78	1
488	79	1
488	80	1
489	78	1
490	78	1
491	78	1
492	79	1
493	78	1
494	78	1
495	78	1
496	78	1
497	78	1
498	78	1
499	78	1
500	78	1
501	78	1
502	78	1
503	78	1
504	78	1
505	78	1
506	78	1
507	78	1
508	78	1
509	78	1
510	78	1
511	78	1
512	78	1
513	78	1
514	79	1
515	81	1
516	81	1
517	81	1
518	62	1
519	62	1
520	62	1
521	62	1
522	62	1
523	62	1
524	54	1
525	54	1
526	54	1
526	82	1
527	54	1
528	63	1
529	54	1
530	62	1
530	83	1
531	54	1
532	54	1
533	54	1
534	54	1
535	62	1
536	62	1
537	54	1
538	84	1
538	62	1
539	54	1
540	63	1
541	54	1
542	54	1
543	54	1
544	85	1
545	54	1
546	62	1
547	86	1
548	54	1
549	62	1
550	54	1
551	54	1
552	54	1
553	54	1
554	62	1
555	62	1
556	62	1
557	54	1
558	54	1
559	62	1
560	54	1
561	54	1
562	54	1
563	54	1
564	54	1
565	54	1
566	54	1
567	54	1
568	54	1
569	54	1
570	54	1
571	63	1
572	54	1
573	54	1
574	62	1
575	62	1
576	62	1
577	54	1
578	87	1
579	87	1
580	87	1
581	87	1
582	54	1
583	54	1
584	62	1
584	88	1
585	54	1
586	62	1
587	54	1
588	54	1
589	63	1
590	54	1
591	63	1
592	87	1
593	54	1
594	54	1
595	54	1
596	54	1
597	54	1
598	87	1
598	60	1
599	54	1
600	87	1
601	54	1
602	85	1
603	54	1
604	54	1
605	54	1
606	62	1
607	57	1
607	54	1
608	54	1
609	54	1
610	87	1
611	87	1
612	87	1
613	54	1
614	89	1
615	54	1
616	54	1
617	90	1
618	54	1
619	62	1
620	63	1
621	54	1
622	62	1
623	54	1
624	54	1
625	54	1
626	87	1
627	87	1
628	54	1
629	72	1
630	87	1
631	54	1
632	54	1
633	54	1
634	54	1
635	54	1
636	54	1
637	54	1
638	54	1
639	54	1
640	87	1
641	87	1
642	54	1
643	54	1
644	54	1
645	63	1
646	62	1
647	88	1
648	88	1
649	87	1
650	54	1
651	91	1
651	92	1
652	91	1
653	90	1
654	54	1
655	90	1
656	54	1
657	54	1
658	72	1
659	54	1
660	54	1
661	54	1
662	63	1
663	54	1
664	54	1
664	72	1
665	54	1
666	54	1
667	54	1
668	54	1
669	54	1
670	62	1
671	87	1
671	54	1
672	54	1
673	54	1
674	54	1
675	54	1
676	54	1
677	84	1
677	62	1
678	84	1
678	62	1
679	54	1
680	84	1
680	62	1
681	62	1
682	54	1
683	87	1
684	54	1
685	93	1
686	54	1
687	62	1
688	54	1
689	94	1
689	62	1
690	54	1
690	62	1
691	62	1
692	54	1
692	59	1
693	54	1
694	54	1
694	62	1
695	54	1
696	54	1
697	87	1
698	87	1
699	54	1
700	54	1
701	54	1
702	87	1
703	62	1
704	54	1
705	54	1
706	95	1
706	96	1
706	62	1
707	54	1
708	54	1
709	97	1
710	54	1
711	63	1
712	57	1
712	54	1
713	57	1
714	54	1
714	89	1
715	54	1
716	54	1
717	54	1
718	87	1
719	54	1
720	54	1
721	57	1
722	54	1
723	54	1
724	54	1
725	54	1
726	54	1
727	72	1
728	98	1
729	99	1
730	99	1
731	99	1
732	99	1
733	100	1
734	100	1
735	99	1
736	99	1
737	99	1
738	99	1
739	99	1
740	99	1
741	99	1
742	99	1
743	99	1
744	99	1
745	99	1
746	98	1
747	101	1
748	101	1
749	101	1
750	101	1
751	101	1
752	101	1
753	101	1
754	101	1
755	101	1
756	101	1
757	101	1
758	101	1
759	101	1
760	101	1
761	101	1
762	101	1
763	101	1
764	101	1
765	102	1
766	102	1
767	102	1
768	102	1
769	102	1
770	102	1
771	103	1
772	103	1
773	103	1
774	104	1
775	104	1
776	105	1
776	106	1
776	101	1
776	107	1
776	108	1
777	101	1
778	101	1
779	109	1
779	101	1
779	110	1
779	111	1
779	112	1
779	102	1
780	101	1
781	101	1
782	101	1
783	101	1
784	101	1
785	101	1
786	101	1
787	101	1
788	101	1
789	101	1
790	101	1
791	101	1
792	101	1
793	101	1
794	101	1
795	101	1
796	101	1
797	101	1
798	101	1
799	101	1
800	101	1
801	101	1
802	101	1
803	101	1
804	101	1
805	101	1
806	101	1
807	101	1
808	101	1
809	101	1
810	101	1
811	113	1
812	101	1
813	101	1
814	113	1
814	101	1
815	101	1
816	101	1
817	101	1
818	101	1
819	101	1
820	101	1
821	101	1
822	101	1
823	114	1
824	114	1
825	114	1
826	115	1
827	114	1
828	114	1
829	114	1
830	114	1
831	114	1
832	114	1
833	114	1
834	114	1
835	114	1
836	114	1
837	114	1
838	114	1
839	114	1
840	114	1
841	114	1
841	116	1
842	117	1
843	117	1
844	118	1
845	115	1
846	114	1
847	114	1
848	114	1
849	114	1
850	114	1
851	114	1
852	114	1
853	114	1
854	114	1
855	114	1
856	114	1
857	115	1
857	114	1
858	119	1
859	120	1
860	121	1
861	122	1
862	122	1
863	122	1
864	122	1
865	122	1
866	122	1
867	123	1
868	124	1
869	125	1
870	126	1
871	126	1
872	126	1
873	123	1
874	127	1
875	128	1
876	128	1
877	129	1
877	123	1
878	125	1
879	124	1
880	119	1
881	121	1
882	126	1
883	126	1
884	128	1
885	122	1
886	130	1
887	130	1
888	127	1
889	131	1
890	131	1
891	131	1
892	120	1
893	122	1
894	126	1
894	123	1
895	120	1
896	120	1
897	132	1
898	132	1
899	132	1
900	132	1
901	132	1
902	132	1
903	132	1
904	133	1
904	134	1
904	135	1
905	132	1
906	132	1
907	136	1
908	132	1
909	132	1
910	132	1
911	132	1
912	132	1
913	132	1
914	132	1
915	132	1
916	132	1
917	132	1
918	132	1
919	132	1
920	132	1
921	132	1
922	132	1
923	132	1
924	132	1
925	132	1
926	132	1
927	132	1
928	132	1
929	132	1
930	132	1
931	132	1
932	132	1
933	132	1
934	135	1
935	135	1
936	135	1
937	135	1
938	135	1
939	135	1
940	132	1
941	132	1
942	133	1
943	132	1
944	132	1
945	136	1
946	137	1
947	133	1
948	133	1
949	132	1
950	132	1
951	132	1
952	132	1
953	132	1
954	132	1
955	132	1
956	132	1
957	132	1
958	132	1
959	134	1
959	135	1
960	136	1
960	138	1
961	136	1
961	138	1
962	133	1
963	136	1
963	138	1
964	132	1
964	133	1
965	133	1
966	136	1
967	139	1
968	132	1
969	132	1
970	132	1
970	133	1
971	132	1
972	132	1
973	132	1
974	132	1
975	132	1
976	132	1
977	132	1
978	132	1
979	137	1
980	132	1
981	132	1
982	132	1
983	132	1
984	132	1
985	132	1
986	132	1
987	136	1
988	132	1
989	132	1
990	136	1
990	132	1
991	132	1
992	132	1
993	132	1
994	132	1
995	132	1
996	132	1
997	135	1
998	132	1
998	140	1
999	132	1
1000	132	1
1001	141	1
1002	142	1
1003	143	1
1004	141	1
1005	141	1
1006	141	1
1007	141	1
1008	141	1
1009	141	1
1010	141	1
1011	141	1
1012	144	1
1013	145	1
1014	145	1
1015	144	1
1016	141	1
1017	141	1
1018	141	1
1019	141	1
1020	144	1
1021	144	1
1022	141	1
1023	141	1
1024	141	1
1025	141	1
1026	141	1
1027	141	1
1028	141	1
1029	141	1
1030	141	1
1031	141	1
1032	146	1
1033	147	1
1034	147	1
1035	147	1
1036	146	1
1037	146	1
1038	146	1
1039	147	1
1040	146	1
1041	146	1
1042	147	1
1043	146	1
1044	147	1
1045	147	1
1046	147	1
1047	147	1
1048	147	1
1049	147	1
1050	147	1
1051	147	1
1052	147	1
1053	147	1
1054	147	1
1055	147	1
1056	147	1
1057	147	1
1058	147	1
1059	147	1
1060	147	1
1061	147	1
1062	147	1
1063	147	1
1064	147	1
1065	146	1
1066	146	1
1067	147	1
1068	147	1
1069	147	1
1070	147	1
1071	147	1
1072	147	1
1073	147	1
1074	147	1
1075	147	1
1076	147	1
1077	147	1
1078	147	1
1079	147	1
1080	147	1
1081	147	1
1082	147	1
1083	147	1
1084	147	1
1085	147	1
1086	147	1
1087	147	1
1088	147	1
1089	147	1
1090	147	1
1091	147	1
1092	147	1
1093	147	1
1094	147	1
1095	147	1
1096	147	1
1097	147	1
1098	147	1
1099	147	1
1100	147	1
1101	147	1
1102	147	1
1103	147	1
1104	147	1
1105	147	1
1106	147	1
1107	147	1
1108	147	1
1109	147	1
1110	147	1
1111	147	1
1112	147	1
1113	147	1
1114	147	1
1115	147	1
1116	147	1
1117	147	1
1118	147	1
1119	147	1
1120	147	1
1121	147	1
1122	68	1
1123	148	1
1123	149	1
1124	150	1
1125	66	1
1126	68	1
1127	151	1
1128	149	1
1129	152	1
1130	153	1
1131	66	1
1132	154	1
1133	149	1
1134	149	1
1135	149	1
1136	149	1
1137	149	1
1138	66	1
1139	66	1
1140	66	1
1141	66	1
1142	155	1
1143	148	1
1143	155	1
1144	148	1
1145	155	1
1146	155	1
1147	155	1
1148	148	1
1149	155	1
1150	155	1
1151	155	1
1152	66	1
1153	148	1
1153	155	1
1154	66	1
1155	66	1
1156	156	1
1157	156	1
1158	66	1
1159	66	1
1160	66	1
1161	66	1
1162	66	1
1163	66	1
1163	149	1
1164	149	1
1165	66	1
1165	149	1
1166	66	1
1167	66	1
1168	68	1
1169	149	1
1170	66	1
1170	149	1
1171	66	1
1172	66	1
1173	149	1
1174	155	1
1175	155	1
1176	66	1
1177	149	1
1178	66	1
1179	66	1
1180	157	1
1181	158	1
1182	148	1
1183	149	1
1184	67	1
1185	154	1
1186	66	1
1187	66	1
1188	149	1
1189	66	1
1190	66	1
1191	66	1
1192	149	1
1193	66	1
1194	66	1
1195	156	1
1196	156	1
1197	156	1
1198	156	1
1199	156	1
1200	66	1
1201	66	1
1202	66	1
1203	66	1
1204	66	1
1205	66	1
1206	66	1
1207	149	1
1208	159	1
1209	66	1
1210	66	1
1211	66	1
1212	66	1
1213	67	1
1213	68	1
1214	68	1
1215	66	1
1216	158	1
1217	67	1
1218	151	1
1219	151	1
1220	68	1
1221	149	1
1222	66	1
1223	151	1
1224	66	1
1225	66	1
1226	151	1
1227	66	1
1228	66	1
1229	67	1
1230	66	1
1231	66	1
1232	149	1
1233	66	1
1234	153	1
1235	66	1
1236	68	1
1237	151	1
1238	160	1
1239	152	1
1240	148	1
1241	66	1
1242	153	1
1243	66	1
1244	151	1
1244	160	1
1245	161	1
1246	161	1
1247	148	1
1248	66	1
1249	66	1
1250	149	1
1251	66	1
1252	66	1
1253	66	1
1254	66	1
1255	157	1
1256	68	1
1257	66	1
1258	67	1
1259	66	1
1260	66	1
1261	66	1
1262	66	1
1263	66	1
1264	66	1
1265	66	1
1266	66	1
1267	149	1
1268	148	1
1269	148	1
1270	66	1
1271	66	1
1272	66	1
1273	66	1
1274	66	1
1275	66	1
1276	66	1
1277	66	1
1278	66	1
1279	66	1
1280	66	1
1281	66	1
1282	66	1
1283	66	1
1284	66	1
1285	66	1
1286	66	1
1287	66	1
1288	66	1
1289	66	1
1290	66	1
1291	66	1
1292	66	1
1293	66	1
1294	66	1
1295	66	1
1296	162	1
1297	162	1
1298	148	1
1299	148	1
1300	66	1
1301	66	1
1302	66	1
1303	66	1
1304	68	1
1305	148	1
1306	149	1
1307	66	1
1308	66	1
1309	66	1
1310	66	1
1311	66	1
1312	148	1
1313	66	1
1313	149	1
1314	149	1
1315	66	1
1315	149	1
1316	66	1
1317	163	1
1318	155	1
1319	155	1
1320	66	1
1321	148	1
1322	66	1
1323	66	1
1324	66	1
1325	66	1
1326	66	1
1327	164	1
1327	165	1
1328	166	1
1328	167	1
1329	168	1
1329	167	1
1330	169	1
1330	170	1
1330	171	1
